ID,mu,E_L,E_H,gap,method,qm9_id,smiles_init,smiles_final
326,0.92187,-0.7226,-7.0186,6.296,JANUS-SimpleNet-4.1,3890.0,NCc1ncno1,NCc1ncno1
328,3.57588,-2.6396,-6.9264,4.2868,JANUS-SimpleNet-4.1,,C=NC#CC(=O)C=O,C=NC#CC(=O)C=O
329,2.92396,-0.4374,-6.7858,6.3484,JANUS-SimpleNet-4.1,,c1noc2c1C2,c1noc2c1C2
330,1.78792,-1.9094,-5.6296,3.7202,JANUS-SimpleNet-4.1,,C=C=C=CC=NN,C=C=C=C/C=N\N
331,0.09138,-0.1186,-5.3001,5.1815,JANUS-SimpleNet-4.1,,C1=C2CC3C(=C1)C23,C1=C[C@@]23C[C@H]4[C@@H]2[C@]143
332,1.02308,-2.786,-6.4543,3.6683,JANUS-SimpleNet-4.1,,CCN=CC(=O)C(C)=O,CC/N=C/C(=O)C(C)=O
333,1.39131,-1.6719,-5.9003,4.2284,JANUS-SimpleNet-4.1,,C=C=C=NC,C=C=C=NC
334,5.69796,0.2712,-6.4525,6.7237,JANUS-SimpleNet-4.1,,C=C([NH3+])CC(=O)[O-],C=C(N)CC(=O)O
335,2.67762,-1.5643,-6.0134,4.4491,JANUS-SimpleNet-4.1,,NCNC1N=N1,NCNC1N=N1
336,2.30877,-2.6373,-6.7083,4.071,JANUS-SimpleNet-4.1,,C=NC(=C)C(=O)C=O,C=NC(=C)C(=O)C=O
338,2.72966,-0.9018,-6.5437,5.641900000000001,JANUS-SimpleNet-4.1,,CN=Cc1cocn1,C/N=C/c1cocn1
339,1.49202,-3.1092,-7.4447,4.3355,JANUS-SimpleNet-4.1,,O=Cc1cnoc1C=O,O=Cc1cnoc1C=O
340,3.61894,0.076,-6.3248,6.400799999999999,JANUS-SimpleNet-4.1,,NNNCNOC=O,NNNCNOC=O
341,3.08384,-2.354,-7.1454,4.7914,JANUS-SimpleNet-4.1,,N=C(C=O)CCNF,[H]/N=C(/C=O)CCNF
342,2.45574,-2.392,-6.5348,4.142799999999999,JANUS-SimpleNet-4.1,,O=CN=C=C=CO,O=CN=C=C=CO
343,2.52526,-1.1811,-6.5958,5.4147,JANUS-SimpleNet-4.1,,C1=NOC2=CC12,C1=NOC2=C[C@@H]12
344,5.2492,-0.5156,-6.6434,6.1278,JANUS-SimpleNet-6.8,,CONCCC=NCC#N,CONCC/C=N/CC#N
345,2.02467,0.6753,-6.2691,6.9444,JANUS-SimpleNet-6.8,,NNN1CCN=CO1,NNN1CCN=CO1
346,1.62207,-0.2549,-6.1389,5.884,JANUS-SimpleNet-6.8,,C=NCNCO,C=NCNCO
347,3.87968,-0.1031,-6.7398,6.636699999999999,JANUS-SimpleNet-6.8,,CN=CCCNC#N,C/N=C/CCNC#N
348,5.67794,-0.5393,-6.5935,6.0542,JANUS-SimpleNet-6.8,,N#COCCN=CCCN,N#COCC/N=C/CCN
349,2.98259,-1.2405,-7.7536,6.5131,JANUS-SimpleNet-6.8,,C=C=NF,C=C=NF
350,1.66222,0.1198,-6.1203,6.2401,JANUS-SimpleNet-6.8,,CCN=CCNONC,CC/N=C/CNONC
351,1.33413,0.1638,-6.3435,6.5073,JANUS-SimpleNet-6.8,,CCN=CCNOCC,CC/N=C/CNOCC
352,4.55419,-0.7137,-6.4268,5.7131,JANUS-SimpleNet-6.8,,N#CCN=CCCNCO,N#CC/N=C/CCNCO
353,2.63219,0.2496,-5.7683,6.0179,JANUS-SimpleNet-6.8,,C=C=COCCNC=NC,C=C=COCCN/C=N/C
354,2.32196,-0.1992,-6.8224,6.6232,JANUS-SimpleNet-6.8,4159.0,CCC1OCC1=NO,CC[C@@H]1OC/C1=N/O
355,3.63925,-0.5987,-6.8652,6.2665,JANUS-SimpleNet-6.8,,CCN=CCNC#N,CC/N=C\CNC#N
356,3.24673,-0.8023,-5.6345,4.8322,JANUS-SimpleNet-6.8,,C1CCN=NC1,C1CCN=NC1
357,5.36409,-0.3623,-6.6618,6.2995,JANUS-SimpleNet-6.8,,CCCN=CCCNOC#N,CCC/N=C/CCNOC#N
358,3.7253,-1.6668,-6.7101,5.0433,JANUS-SimpleNet-6.8,,C#CN=CCCNOC#N,C#C/N=C/CCNOC#N
359,2.48438,1.0333,-5.9833,7.0166,JANUS-SimpleNet-6.8,,CN(N)C=N,[H]/N=C\N(C)N
360,2.37705,-1.9795,-7.0431,5.0636,JANUS-SimpleNet-6.8,,CCOCCON=O,CCOCCON=O
361,2.99671,-1.9625,-7.1039,5.141400000000001,JANUS-SimpleNet-6.8,,O=NOCNOO,O=NOCNOO
362,4.26029,-0.4562,-6.7741,6.3179,JANUS-SimpleNet-6.8,,CCN=CCCNC#N,CC/N=C\CCNC#N
363,3.04544,-1.2708,-6.2441,4.9733,JANUS-SimpleNet-6.8,,C1=CON=NC1,C1=CON=NC1
364,2.39761,-0.1872,-5.8806,5.6934000000000005,JANUS-SimpleNet-6.8,,C=CON=CCCCO,C=CO/N=C/CCCO
365,2.55608,-0.0376,-6.2745,6.2369,JANUS-SimpleNet-6.8,,CCN=CCNON,CC/N=C\CNON
366,3.45244,-0.0659,-6.2747,6.2088,JANUS-SimpleNet-6.8,,CCN=CCONN,CC/N=C\CONN
367,0.85036,-2.1142,-6.8639,4.749700000000001,JANUS-SimpleNet-6.8,,O=NOCCOCS,O=NOCCOCS
368,3.52923,-3.5387,-6.4983,2.9596000000000005,JANUS-SimpleNet-6.8,,COOOC#CCO,C[O+]=O.[O-]C#CCO
369,3.94104,-0.5624,-6.7282,6.1658,JANUS-SimpleNet-6.8,,N#CCN=CCCNO,N#CC/N=C\CCNO
370,1.18861,-1.5999,-6.3016,4.7017,JANUS-SimpleNet-6.8,,C=CON=C=O,C=CON=C=O
371,4.9567,0.6072,-6.2012,6.8084,JANUS-SimpleNet-6.8,,CN=CNCCOC#N,C/N=C/NCCOC#N
372,2.65937,-0.6673,-6.2524,5.5851,JANUS-SimpleNet-6.8,,C=CN=CCCNOCC,C=C/N=C/CCNOCC
373,0.55142,-0.4163,-5.974,5.5577000000000005,JANUS-SimpleNet-6.8,,C1=CCOCCOC=1,C1=CCOCCOC=1
374,2.43433,-0.9952,-6.8589,5.863700000000001,JANUS-SimpleNet-6.8,,C=C(C)C=N,[H]/N=C\C(=C)C
375,6.69372,-0.1478,-6.046,5.8982,JANUS-SimpleNet-6.8,,CCNN=CCCNOC#N,CCN/N=C/CCNOC#N
376,1.90014,0.1984,-6.3465,6.5449,JANUS-SimpleNet-6.8,,CCN=CCN,CC/N=C/CN
377,1.50879,0.1073,-6.0206,6.1279,JANUS-SimpleNet-6.8,,CCCNN=NC,CCCN/N=N/C
378,2.7918,0.2102,-6.1663,6.3765,JANUS-SimpleNet-6.8,,C=C(N=C=O)OC,C=C(N=C=O)OC
379,3.85098,1.4495,-6.3014,7.7509,JANUS-SimpleNet-6.8,,NC1=NC1,NC1=NC1
380,0.93237,0.507,-7.0446,7.5516,JANUS-SimpleNet-6.8,,CCOC=NCONF,CCO/C=N/CONF
381,1.70667,0.6987,-6.2242,6.922899999999999,JANUS-SimpleNet-6.8,,CN=CONC,C/N=C/ONC
382,0.98418,-0.0941,-6.6684,6.5743,JANUS-SimpleNet-6.8,,CCN=CCONOC,CC/N=C/CONOC
383,2.89009,-1.3622,-8.1902,6.828000000000001,JANUS-SimpleNet-6.8,,N#CONCC=NF,N#CONC/C=N\F
384,3.96323,-2.1421,-6.3086,4.1665,JANUS-SimpleNet-6.8,,O=NOCCOOC=S,O=NOCCOOC=S
385,1.49552,0.007,-6.653,6.659999999999999,JANUS-SimpleNet-6.8,,CCN=CCON,CC/N=C/CON
386,2.67034,0.2365,-5.971,6.2075000000000005,JANUS-SimpleNet-6.8,,CCN=CCOCN,CC/N=C\COCN
387,0.96691,0.5501,-6.196,6.7461,JANUS-SimpleNet-6.8,,C=C=CCCN,C=C=CCCN
388,1.02268,0.5595,-6.1286,6.6881,JANUS-SimpleNet-6.8,,C=C1CCC=CC(N)C1,C=C1CCC=C[C@@H](N)C1
389,3.90434,-0.348,-6.3597,6.0117,JANUS-SimpleNet-6.8,,OC=COC=NCONF,O/C=C\O/C=N\CONF
390,0.73324,-0.0597,-6.1443,6.0846,JANUS-SimpleNet-6.8,,CCN=CCCNCO,CC/N=C\CCNCO
391,1.08542,0.6474,-6.2283,6.8757,JANUS-SimpleNet-6.8,,CCCC=CCN,CCC/C=C/CN
392,0.67652,-0.3166,-5.7968,5.4802,JANUS-SimpleNet-6.8,,C=C1C=CCCCC1,C=C1C=CCCCC1
393,1.97197,0.8917,-5.9952,6.8869,JANUS-SimpleNet-6.8,,C=C=CC(CN)COC,C=C=C[C@H](CN)COC
394,1.82496,0.2495,-5.94,6.189500000000001,JANUS-SimpleNet-6.8,,CCN=CCCNNC,CC/N=C/CCNNC
395,1.21979,0.4928,-5.4084,5.9012,JANUS-SimpleNet-6.8,,CCCN=C=C(C)C,CCCN=C=C(C)C
396,1.68599,-0.0871,-6.2779,6.190799999999999,JANUS-SimpleNet-6.8,,CCN=CCOC,CC/N=C\COC
397,1.10871,0.4846,-6.3939,6.878500000000001,JANUS-SimpleNet-6.8,,NC1CC=CCO1,N[C@H]1CC=CCO1
398,6.31515,-0.8267,-7.5026,6.6759,JANUS-SimpleNet-6.8,,CC=NCNOC#N,C/C=N\CNOC#N
399,4.67305,-0.235,-7.1477,6.9127,JANUS-SimpleNet-6.8,,CN=CCCC#N,C/N=C/CCC#N
400,4.10501,-2.3844,-6.2386,3.8542,JANUS-SimpleNet-6.8,,O=NOCCOC=S,O=NOCCOC=S
401,3.90985,-1.5857,-6.3632,4.7775,JANUS-SimpleNet-6.8,,C=NN=NCCF,C=N/N=N\CCF
402,3.18213,0.8805,-5.4451,6.3256,JANUS-SimpleNet-6.8,,C=NN(C)N,C=NN(C)N
403,6.27431,-0.1692,-7.0328,6.8636,JANUS-SimpleNet-6.8,,CCN=C(C)NOC#N,CC/N=C(\C)NOC#N
404,1.23499,0.3775,-5.6358,6.0133,JANUS-SimpleNet-6.8,,CC=C=NCCC,CC=C=NCCC
405,3.55712,-0.6163,-7.5161,6.8998,JANUS-SimpleNet-6.8,,N#CONCC=N,[H]/N=C/CNOC#N
406,2.61358,-2.4245,-6.2599,3.8354,JANUS-SimpleNet-6.8,,O=NOCCOCC=S,O=NOCCOCC=S
407,3.96347,-0.4998,-7.0499,6.5501000000000005,JANUS-SimpleNet-6.8,,CCN=CCCNOC#N,CC/N=C/CCNOC#N
408,0.4811,0.602,-5.7384,6.340400000000001,JANUS-SimpleNet-6.8,,C1=CC2CC3(C1)CC23,C1=C[C@H]2C[C@@]3(C1)C[C@H]23
409,1.5532,-0.096,-6.5596,6.4636,JANUS-SimpleNet-6.8,,C=NCOCCN=CON,C=NCOCC/N=C/ON
410,2.679,1.0606,-5.4758,6.5364,JANUS-SimpleNet-6.8,,NNN=CON,NN/N=C/ON
411,1.92425,-0.4524,-6.9112,6.4588,JANUS-SimpleNet-6.8,,CCN=CCNF,CC/N=C/CNF
412,2.59259,0.2125,-6.9669,7.1794,JANUS-SimpleNet-6.8,,CCC1=NC1,CCC1=NC1
413,4.60725,-0.4738,-6.5642,6.0904,JANUS-SimpleNet-6.8,,N#COCCC=NCN,N#COCC/C=N\CN
414,3.63115,-0.3346,-6.7563,6.4217,JANUS-SimpleNet-6.8,,CCN=CCCCOC#N,CC/N=C\CCCOC#N
415,2.71744,-0.5488,-5.4144,4.8656,JANUS-SimpleNet-6.8,,C=CC=NNN,C=C/C=N/NN
416,6.62729,-1.0312,-7.5372,6.506,JANUS-SimpleNet-6.8,,CCCC=NOC#N,CCC/C=N/OC#N
417,6.43661,-1.5963,-6.3915,4.7952,JANUS-SimpleNet-6.8,,CCN=NCCNOC#N,CC/N=N\CCNOC#N
418,5.29808,-0.2776,-5.8218,5.5442,JANUS-SimpleNet-6.8,,CNN=CCCNOC#N,CN/N=C\CCNOC#N
419,1.9232,-0.6511,-6.6493,5.998200000000001,JANUS-SimpleNet-6.8,,N#CONCC=NN,N#CONC/C=N\N
420,5.03135,-0.5295,-6.5922,6.0627,JANUS-SimpleNet-6.8,,N#CONCCC=NCN,N#CONCC/C=N/CN
421,0.7411,-0.4503,-5.8262,5.3759,JANUS-SimpleNet-6.8,,C=C1C=CCCC(=C)C1,C=C1C=CCCC(=C)C1
422,5.0564,-0.1793,-6.6542,6.474900000000001,JANUS-SimpleNet-6.8,,CCN=CCCNNC#N,CC/N=C\CCNNC#N
423,1.95159,0.9477,-6.606,7.5537,JANUS-SimpleNet-6.8,,N=C=NC1CC1,N=C=NC1CC1
424,7.59098,-0.2177,-6.4492,6.2315000000000005,JANUS-SimpleNet-6.8,,CCN=C(N)CCNOC#N,CC/N=C(\N)CCNOC#N
425,4.04405,-1.2884,-7.0005,5.7121,JANUS-SimpleNet-6.8,,CCCN=CCNOC#N,CCC/N=C\CNOC#N
426,1.1427,0.094,-6.6613,6.7553,JANUS-SimpleNet-6.8,4108.0,CC1COCC1=NO,C[C@@H]1COC/C1=N/O
427,4.11311,0.3031,-6.058,6.3611,JANUS-SimpleNet-6.8,,CCN=CCCNOC,CC/N=C\CCNOC
428,2.00502,0.3627,-6.1062,6.4689000000000005,JANUS-SimpleNet-6.8,,CN=C1CCCCC1,CN=C1CCCCC1
429,1.66223,0.4069,-6.5125,6.9194,JANUS-SimpleNet-6.8,,C#COCCOO,C#COCCOO
430,5.1055,-1.248,-7.7882,6.5402,JANUS-SimpleNet-6.8,,N#CONCC=NCF,N#CONC/C=N/CF
431,1.14195,0.896,-5.6637,6.5597,JANUS-SimpleNet-6.8,,CONC(C)=NO,CON/C(C)=N/O
432,4.0737,-0.1935,-6.5953,6.4018,JANUS-SimpleNet-6.8,,CCN=CCNOC=N,[H]/N=C\ONC/C=N\CC
433,1.9996,-1.8666,-5.8287,3.9621,JANUS-SimpleNet-6.8,,N=NCC#[SH],[H]/N=N/C/[C-]=[S+]\[H]
434,6.93391,-1.0285,-7.4896,6.4611,JANUS-SimpleNet-6.8,,CCC(=N)CNOC#N,[H]/N=C(\CC)CNOC#N
435,2.40169,-0.7377,-7.4432,6.7055,JANUS-SimpleNet-6.8,,O=COON=CF,O=COO/N=C\F
436,2.7521,-0.3151,-6.7996,6.4845,JANUS-SimpleNet-6.8,,CCN=CCC=N,[H]/N=C\C/C=N/CC
437,1.09517,0.2623,-6.0583,6.3206,JANUS-SimpleNet-6.8,,CCN=CCCNN,CC/N=C/CCNN
438,4.36483,0.2856,-6.127,6.412599999999999,JANUS-SimpleNet-6.8,,CCN=CCNNOCC,CC/N=C\CNNOCC
439,3.26796,0.2228,-6.3644,6.5872,JANUS-SimpleNet-6.8,,CC1(C)CC=NO1,CC1(C)CC=NO1
440,2.33889,0.1246,-6.2259,6.3505,JANUS-SimpleNet-6.8,,CCN=CCNOC,CC/N=C\CNOC
441,1.37718,-0.1183,-5.1137,4.9954,JANUS-SimpleNet-6.8,,N#CCONCCC=N,N#CCONCC[C-]=[NH2+]
442,1.49882,-1.0525,-5.6273,4.5748,JANUS-SimpleNet-6.8,,COCC=CC=C=O,COC/C=C/C=C=O
443,1.61372,-2.5566,-7.5697,5.0131,JANUS-SimpleNet-6.8,,O=NOOCO,O=NOOCO
444,1.21032,0.1821,-5.9607,6.1428,JANUS-SimpleNet-6.8,,CNCCC=NCN,CNCC/C=N/CN
445,3.3913,-0.2659,-6.9728,6.7069,JANUS-SimpleNet-6.8,,CC=C=CCCNOC#N,CC=C=CCCNOC#N
446,1.92475,-0.8216,-5.6612,4.8396,JANUS-SimpleNet-6.8,,CCOCCCN=NC,CCOCCC/N=N\C
447,2.82641,-0.1854,-6.2118,6.026400000000001,JANUS-SimpleNet-6.8,,CCN=CCCNOCF,CC/N=C/CCNOCF
448,2.74225,-0.1339,-5.8962,5.762300000000001,JANUS-SimpleNet-6.8,,C=CON=CCCOC,C=CO/N=C\CCOC
449,3.89753,-0.0228,-6.3316,6.3088,JANUS-SimpleNet-6.8,,CCN=CCNOCN,CC/N=C\CNOCN
450,10.70577,-3.5167,-5.9829,2.4662,JANUS-SimpleNet-6.8,,CCN=CCCNOOC#N,CC/N=C/CC[NH+]=O.N#C[O-]
451,1.34552,-0.8161,-6.2996,5.483499999999999,JANUS-SimpleNet-6.8,,C=NC=CC,C=N/C=C/C
452,2.68303,-0.7001,-7.2087,6.5086,JANUS-SimpleNet-6.8,,C=C=NOO,C=C=NOO
453,3.97484,-0.8619,-6.7849,5.923,JANUS-SimpleNet-6.8,,CONCC=NCC#N,CONC/C=N/CC#N
454,1.84764,2.3028,-6.7753,9.0781,JANUS-SimpleNet-9.3,689.0,CC1CC2OC12,C[C@@H]1C[C@@H]2O[C@H]12
455,0.29324,-0.4417,-6.4489,6.0072,JANUS-SimpleNet-9.3,,C=C(C)OOCF,C=C(C)OOCF
456,1.33577,0.1522,-6.7177,6.8699,JANUS-SimpleNet-9.3,,C=CCC(=C)CO,C=CCC(=C)CO
457,1.47291,2.1107,-6.6925,8.8032,JANUS-SimpleNet-9.3,,FCC1OCCCO1,FCC1OCCCO1
458,1.1828,2.2262,-7.1135,9.3397,JANUS-SimpleNet-9.3,,CCOC1OC1CC,CCO[C@@H]1O[C@@H]1CC
459,2.22428,1.4988,-7.081,8.5798,JANUS-SimpleNet-9.3,,CCC(C)OCO,CC[C@@H](C)OCO
460,0.98081,-1.1375,-7.413,6.2755,JANUS-SimpleNet-9.3,,OC1OC1COF,O[C@H]1O[C@@H]1COF
461,2.07492,1.0497,-5.923,6.9727,JANUS-SimpleNet-9.3,,CSCCO,CSCCO
462,1.3111,0.0521,-7.1793,7.2314,JANUS-SimpleNet-9.3,,C=CC(F)CO,C=C[C@@H](F)CO
463,3.15458,0.873,-6.5069,7.3799,JANUS-SimpleNet-9.3,,COOCCOCO,COOCCOCO
464,2.75565,1.756,-7.0263,8.7823,JANUS-SimpleNet-9.3,,CC(CCF)OCO,C[C@H](CCF)OCO
465,1.71143,2.1246,-7.1208,9.2454,JANUS-SimpleNet-9.3,,CCONOCF,CCONOCF
466,3.20276,1.7739,-7.2113,8.985199999999999,JANUS-SimpleNet-9.3,,OCCOCOCOCCF,OCCOCOCOCCF
467,1.40913,1.9467,-7.0913,9.038,JANUS-SimpleNet-9.3,9420.0,CCCCC(C)CO,CCCC[C@@H](C)CO
468,2.34339,0.474,-7.7676,8.2416,JANUS-SimpleNet-9.3,,OOC(F)CF,OO[C@@H](F)CF
470,2.40392,0.2318,-7.0574,7.2892,JANUS-SimpleNet-9.3,,C=CC(C)OOCF,C=C[C@H](C)OOCF
471,0.71928,0.3911,-6.5391,6.9302,JANUS-SimpleNet-9.3,,C=CC1C2CC12,C=C[C@@H]1[C@H]2C[C@@H]12
472,2.54994,1.6987,-6.7225,8.4212,JANUS-SimpleNet-9.3,,CCC(N)OCO,CC[C@@H](N)OCO
473,2.05937,0.7459,-6.8493,7.5952,JANUS-SimpleNet-9.3,,COOCOCCF,COOCOCCF
474,3.00894,1.7289,-7.0603,8.7892,JANUS-SimpleNet-9.3,,OC(F)COCCF,O[C@H](F)COCCF
475,2.22236,1.9821,-6.995,8.9771,JANUS-SimpleNet-9.3,,OCCCCOCF,OCCCCOCF
476,2.93869,-0.7087,-7.4453,6.736599999999999,JANUS-SimpleNet-9.3,,OCOCCOF,OCOCCOF
477,0.90088,2.2311,-6.5563,8.7874,JANUS-SimpleNet-9.3,2109.0,CC1OCCCO1,CC1OCCCO1
478,2.01115,-0.8225,-7.5384,6.7159,JANUS-SimpleNet-9.3,,FCCCCCOF,FCCCCCOF
479,1.77688,1.9959,-7.0546,9.0505,JANUS-SimpleNet-9.3,3346.0,C1CCC2OC2C1,C1CC[C@H]2O[C@H]2C1
480,1.29068,2.326,-7.2787,9.6047,JANUS-SimpleNet-9.3,,CCCOC1CO1,CCCO[C@@H]1CO1
481,0.07965,0.7283,-6.3437,7.072,JANUS-SimpleNet-9.3,,CC=CC(C)C,C/C=C/C(C)C
482,2.62797,2.1937,-7.0124,9.2061,JANUS-SimpleNet-9.3,,FCCOCC1CO1,FCCOC[C@H]1CO1
484,0.32633,0.9795,-6.7489,7.7284,JANUS-SimpleNet-9.3,,CCOOCCCF,CCOOCCCF
485,0.2702,1.7106,-7.2949,9.0055,JANUS-SimpleNet-9.3,,FCCOCCF,FCCOCCF
486,2.31221,0.9355,-6.7294,7.6649,JANUS-SimpleNet-9.3,,CCCOOCOCC,CCCOOCOCC
487,2.4577,2.0962,-7.1014,9.1976,JANUS-SimpleNet-9.3,,FCCCOCCF,FCCCOCCF
488,0.18495,2.24,-7.0783,9.3183,JANUS-SimpleNet-9.3,414.0,CCC1(C)CC1,CCC1(C)CC1
489,1.49677,2.0714,-7.2006,9.272,JANUS-SimpleNet-9.3,8.0,CO,CO
490,1.26165,0.4906,-6.9162,7.4068,JANUS-SimpleNet-9.3,,FCC1OCCOO1,FC[C@@H]1OCCOO1
491,2.18109,1.8908,-7.0282,8.919,JANUS-SimpleNet-9.3,,CC1OC1COCCF,C[C@@H]1O[C@H]1COCCF
492,3.67881,0.4347,-6.4177,6.8524,JANUS-SimpleNet-9.3,,COC1CCOO1,CO[C@H]1CCOO1
493,1.23372,0.5102,-6.7612,7.2714,JANUS-SimpleNet-9.3,,C=CC(C)CO,C=C[C@H](C)CO
494,2.7368,1.6009,-7.0444,8.6453,JANUS-SimpleNet-9.3,,OCC1OC1CCF,OC[C@@H]1O[C@H]1CCF
496,3.79235,-0.8049,-6.9277,6.1228,JANUS-SimpleNet-9.3,,COCOCCCOF,COCOCCCOF
497,0.11784,2.132,-7.0166,9.1486,JANUS-SimpleNet-9.3,2464.0,CC1CC2CC2C1,C[C@H]1C[C@@H]2C[C@@H]2C1
498,1.09857,2.1133,-6.9036,9.0169,JANUS-SimpleNet-9.3,,CCC1COC1OC,CC[C@@H]1CO[C@H]1OC
499,2.00801,0.7704,-6.8263,7.5967,JANUS-SimpleNet-9.3,,CCOCOOC,CCOCOOC
500,2.76619,1.6708,-7.3193,8.9901,JANUS-SimpleNet-9.3,,CC(F)CCCO,C[C@@H](F)CCCO
501,0.73622,2.2367,-6.376,8.6127,JANUS-SimpleNet-9.3,,NCOC1CCCO1,NCO[C@H]1CCCO1
502,2.2203,1.899,-7.0386,8.9376,JANUS-SimpleNet-9.3,,OCOCOCCF,OCOCOCCF
503,1.24566,0.4432,-6.1605,6.6037,JANUS-SimpleNet-9.3,,CCC=CCP,
504,0.75562,2.1247,-6.8172,8.9419,JANUS-SimpleNet-9.3,,CCOCOCO,CCOCOCO
505,1.84265,2.0054,-6.6969,8.702300000000001,JANUS-SimpleNet-9.3,15004.0,COC1CCCCO1,CO[C@H]1CCCCO1
507,1.98591,2.4713,-6.9047,9.376,JANUS-SimpleNet-9.3,,CC1C2C3C1C1(CO1)C23,C[C@H]1[C@H]2[C@@H]3[C@H]2[C@@]2(CO2)[C@H]13
508,1.79269,0.701,-6.871,7.572,JANUS-SimpleNet-9.3,,COOCCOCF,COOCCOCF
509,3.28926,1.908,-7.2947,9.2027,JANUS-SimpleNet-9.3,,OCCOCOCF,OCCOCOCF
510,0.20436,0.7875,-6.2954,7.0829,JANUS-SimpleNet-9.3,,CCCC=CCCC,CCC/C=C\CCC
511,0.37014,0.6177,-6.3754,6.9931,JANUS-SimpleNet-9.3,,C=CCCC=CCC,C=CCC/C=C/CC
512,1.60956,0.1802,-6.7894,6.9696,JANUS-SimpleNet-9.3,,C=CCOCOCC,C=CCOCOCC
513,1.87406,1.8367,-6.9535,8.7902,JANUS-SimpleNet-9.3,,CC(OCCF)C1CO1,C[C@H](OCCF)[C@H]1CO1
514,1.23614,0.8042,-6.2454,7.0496,JANUS-SimpleNet-9.3,,CC=CC(C)CO,C/C=C/[C@@H](C)CO
515,3.48461,1.8957,-7.0051,8.9008,JANUS-SimpleNet-9.3,,OC(CF)OCC1CO1,O[C@@H](CF)OC[C@H]1CO1
516,2.37118,2.2346,-6.9969,9.2315,JANUS-SimpleNet-9.3,,FCOC1CC1,FCOC1CC1
517,0.63611,2.1902,-7.0121,9.2023,JANUS-SimpleNet-9.3,2948.0,COC1CCCO1,CO[C@H]1CCCO1
518,2.83408,1.8652,-6.7899,8.655100000000001,JANUS-SimpleNet-9.3,,OCCOC1CCOCO1,OCCO[C@@H]1CCOCO1
519,1.51093,0.332,-6.9893,7.3213,JANUS-SimpleNet-9.3,,OCCCOOCF,OCCCOOCF
520,0.20395,0.929,-6.1114,7.0404,JANUS-SimpleNet-9.3,,CCC=C(C)CC,CC/C=C(\C)CC
521,1.55017,1.0355,-5.9896,7.0251,JANUS-SimpleNet-9.3,,C=COC(CC)OC,C=CO[C@H](CC)OC
522,2.11322,0.8041,-6.8577,7.6618,JANUS-SimpleNet-9.3,,CCOOCOC,CCOOCOC
